_step,train/global_step,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer.connections_reward,train/epoch,train/frac_reward_zero_std,train/reward,train/reward_std,train/rewards/connections_reward/mean,train/rewards/connections_reward/std
155,5,,,,,,,,
156,5,,,,,,,,
157,5,,,,,,,,
158,5,,,,,,,,
159,5,,,,,,,,
160,5,,,,,,,,
161,5,,,,,,,,
162,5,,,,,,,,
163,5,,,,,,,,
164,5,,,,,,,,
165,5,,,,,,,,
166,5,,,,,,,,
167,5,,,,,,,,
168,5,,,,,,,,
169,5,,,,,,,,
170,5,,,,,,,,
171,5,,0.0006834960004198365,,,,,,
172,5,0.0016745769999033655,,,,,,,
173,5,,,,,,,,
174,5,,,,,,,,
175,5,,,,,,,,
176,5,,,,,,,,
177,5,,,,,,,,
178,5,,,,,,,,
179,5,,,,,,,,
180,5,,,,,,,,
181,5,,,,,,,,
182,5,,,,,,,,
183,5,,,,,,,,
184,5,,,,,,,,
185,5,,,,,,,,
186,5,,,,,,,,
187,5,,,,,,,,
188,5,,,,,,,,
189,5,,,,,,,,
190,5,,,,,,,,
191,5,,,,,,,,
192,5,,,,,,,,
193,5,,,,,,,,
194,5,,,,,,,,
195,5,,,,,,,,
196,5,,,,,,,,
197,5,,,,,,,,
198,5,,,,,,,,
199,5,,0.0007471600001736078,,,,,,
200,5,0.0016679519994795555,,,,,,,
201,5,,,,,,,,
202,5,,,,,,,,
203,5,,,,,,,,
204,5,,,,,,,,
205,5,,,,,,,,
206,5,,,,,,,,
207,5,,,,,,,,
208,5,,,,,,,,
209,5,,,,,,,,
210,5,,,,,,,,
211,5,,,,,,,,
212,5,,,,,,,,
213,5,,,,,,,,
214,5,,,,,,,,
215,5,,,,,,,,
216,5,,,,,,,,
217,5,,,,,,,,
218,5,,,,,,,,
219,5,,,,,,,,
220,5,,,,,,,,
221,5,,,,,,,,
222,5,,,,,,,,
223,5,,,,,,,,
224,5,,,,,,,,
225,5,,,,,,,,
226,5,,,,,,,,
227,5,,0.0006654200005868915,,,,,,
228,5,0.0015039230002003023,,,,,,,
229,5,,,,,,,,
230,5,,,,,,,,
231,5,,,,,,,,
232,5,,,,,,,,
233,5,,,,,,,,
234,5,,,,,,,,
235,5,,,,,,,,
236,5,,,,,,,,
237,5,,,,,,,,
238,5,,,,,,,,
239,5,,,,,,,,
240,5,,,,,,,,
241,5,,,,,,,,
242,5,,,,,,,,
243,5,,,,,,,,
244,5,,,,,,,,
245,5,,,,,,,,
246,5,,,,,,,,
247,5,,,,,,,,
248,5,,,,,,,,
249,5,,,,,,,,
250,5,,,,,,,,
251,5,,,,,,,,
252,5,,,,,,,,
253,5,,,,,,,,
254,5,,,,,,,,
255,5,,0.0006675029999314575,,,,,,
256,5,0.0015395890004583634,,,,,,,
257,5,,,,,,,,
258,5,,,,,,,,
259,5,,,,,,,,
260,5,,,,,,,,
261,5,,,,,,,,
262,5,,,,,,,,
263,5,,,,,,,,
264,5,,,,,,,,
265,5,,,,,,,,
266,5,,,,,,,,
267,5,,,,,,,,
268,5,,,,,,,,
269,5,,,,,,,,
270,5,,,,,,,,
271,5,,,,,,,,
272,5,,,,,,,,
273,5,,,,,,,,
274,5,,,,,,,,
275,5,,,,,,,,
276,5,,,,,,,,
277,5,,,,,,,,
278,5,,,,,,,,
279,5,,,,,,,,
280,5,,,,,,,,
281,10,,,0.02481389578163772,0,0.1475000001490116,0.30316526889801027,0.1475000001490116,0.30316526889801027
282,10,,,,,,,,
283,10,,,,,,,,
284,10,,0.0007855859994378989,,,,,,
285,10,0.001690303000032145,,,,,,,
286,10,,,,,,,,
287,10,,,,,,,,
288,10,,,,,,,,
289,10,,,,,,,,
290,10,,,,,,,,
291,10,,,,,,,,
292,10,,,,,,,,
293,10,,,,,,,,
294,10,,,,,,,,
295,10,,,,,,,,
296,10,,,,,,,,
297,10,,,,,,,,
298,10,,,,,,,,
299,10,,,,,,,,
300,10,,,,,,,,
301,10,,,,,,,,
302,10,,,,,,,,
303,10,,,,,,,,
304,10,,,,,,,,
305,10,,,,,,,,
306,10,,,,,,,,
307,10,,,,,,,,
308,10,,,,,,,,
309,10,,,,,,,,
310,10,,,,,,,,
311,10,,,,,,,,
312,10,,0.0009337249994132435,,,,,,
313,10,0.0020723580000776565,,,,,,,
314,10,,,,,,,,
315,10,,,,,,,,
316,10,,,,,,,,
317,10,,,,,,,,
318,10,,,,,,,,
319,10,,,,,,,,
320,10,,,,,,,,
321,10,,,,,,,,
322,10,,,,,,,,
323,10,,,,,,,,
324,10,,,,,,,,
325,10,,,,,,,,
326,10,,,,,,,,
327,10,,,,,,,,
328,10,,,,,,,,
329,10,,,,,,,,
330,10,,,,,,,,
331,10,,,,,,,,
332,10,,,,,,,,
333,10,,,,,,,,
334,10,,,,,,,,
335,10,,,,,,,,
336,10,,,,,,,,
337,10,,,,,,,,
338,10,,,,,,,,
339,10,,,,,,,,
340,10,,0.0007609290005348157,,,,,,
341,10,0.0015869319995545084,,,,,,,
342,10,,,,,,,,
343,10,,,,,,,,
344,10,,,,,,,,
345,10,,,,,,,,
346,10,,,,,,,,
347,10,,,,,,,,
348,10,,,,,,,,
349,10,,,,,,,,
350,10,,,,,,,,
351,10,,,,,,,,
352,10,,,,,,,,
353,10,,,,,,,,
354,10,,,,,,,,
355,10,,,,,,,,
356,10,,,,,,,,
357,10,,,,,,,,
358,10,,,,,,,,
359,10,,,,,,,,
360,10,,,,,,,,
361,10,,,,,,,,
362,10,,,,,,,,
363,10,,,,,,,,
364,10,,,,,,,,
365,10,,,,,,,,
366,10,,,,,,,,
367,10,,,,,,,,
368,10,,0.0007907030003480031,,,,,,
369,10,0.0019700259999808623,,,,,,,
370,10,,,,,,,,
371,10,,,,,,,,
372,10,,,,,,,,
373,10,,,,,,,,
374,10,,,,,,,,
375,10,,,,,,,,
376,10,,,,,,,,
377,10,,,,,,,,
378,10,,,,,,,,
379,10,,,,,,,,
380,10,,,,,,,,
381,10,,,,,,,,
382,10,,,,,,,,
383,10,,,,,,,,
384,10,,,,,,,,
385,10,,,,,,,,
386,10,,,,,,,,
387,10,,,,,,,,
388,10,,,,,,,,
389,10,,,,,,,,
390,10,,,,,,,,
391,10,,,,,,,,
392,10,,,,,,,,
393,10,,,,,,,,
394,10,,,,,,,,
395,10,,,,,,,,
396,10,,0.0007422300004691351,,,,,,
397,10,0.0016359679993911413,,,,,,,
398,10,,,,,,,,
399,10,,,,,,,,
400,10,,,,,,,,
401,10,,,,,,,,
402,10,,,,,,,,
403,10,,,,,,,,
404,10,,,,,,,,
405,10,,,,,,,,
406,10,,,,,,,,
407,10,,,,,,,,
408,10,,,,,,,,
409,10,,,,,,,,
410,10,,,,,,,,
411,10,,,,,,,,
412,10,,,,,,,,
413,10,,,,,,,,
414,10,,,,,,,,
415,10,,,,,,,,
416,10,,,,,,,,
417,10,,,,,,,,
418,10,,,,,,,,
419,10,,,,,,,,
420,10,,,,,,,,
421,10,,,,,,,,
422,15,,,0.03722084367245657,0,0.26687499284744265,0.3322504758834839,0.26687499284744265,0.3322504758834839
423,15,,,,,,,,
424,15,,,,,,,,
425,15,,0.0007196709993877448,,,,,,
426,15,0.0015696390000812244,,,,,,,
427,15,,,,,,,,
428,15,,,,,,,,
429,15,,,,,,,,
430,15,,,,,,,,
431,15,,,,,,,,
432,15,,,,,,,,
433,15,,,,,,,,
434,15,,,,,,,,
435,15,,,,,,,,
436,15,,,,,,,,
437,15,,,,,,,,
438,15,,,,,,,,
439,15,,,,,,,,
440,15,,,,,,,,
441,15,,,,,,,,
442,15,,,,,,,,
443,15,,,,,,,,
444,15,,,,,,,,
445,15,,,,,,,,
446,15,,,,,,,,
447,15,,,,,,,,
448,15,,,,,,,,
449,15,,,,,,,,
450,15,,,,,,,,
451,15,,,,,,,,
452,15,,,,,,,,
453,15,,0.0007307570003831643,,,,,,
454,15,0.0017154019997178693,,,,,,,
455,15,,,,,,,,
456,15,,,,,,,,
457,15,,,,,,,,
458,15,,,,,,,,
459,15,,,,,,,,
460,15,,,,,,,,
461,15,,,,,,,,
462,15,,,,,,,,
463,15,,,,,,,,
464,15,,,,,,,,
465,15,,,,,,,,
466,15,,,,,,,,
467,15,,,,,,,,
468,15,,,,,,,,
469,15,,,,,,,,
470,15,,,,,,,,
471,15,,,,,,,,
472,15,,,,,,,,
473,15,,,,,,,,
474,15,,,,,,,,
475,15,,,,,,,,
476,15,,,,,,,,
477,15,,,,,,,,
478,15,,,,,,,,
479,15,,,,,,,,
480,15,,,,,,,,
481,15,,0.0010698859996409738,,,,,,
482,15,0.0019841639996229787,,,,,,,
483,15,,,,,,,,
484,15,,,,,,,,
485,15,,,,,,,,
486,15,,,,,,,,
487,15,,,,,,,,
488,15,,,,,,,,
489,15,,,,,,,,
490,15,,,,,,,,
491,15,,,,,,,,
492,15,,,,,,,,
493,15,,,,,,,,
494,15,,,,,,,,
495,15,,,,,,,,
496,15,,,,,,,,
497,15,,,,,,,,
498,15,,,,,,,,
499,15,,,,,,,,
500,15,,,,,,,,
501,15,,,,,,,,
502,15,,,,,,,,
503,15,,,,,,,,
504,15,,,,,,,,
505,15,,,,,,,,
506,15,,,,,,,,
507,15,,,,,,,,
508,15,,,,,,,,
509,15,,0.0007149980001486256,,,,,,
510,15,0.0017600470000616042,,,,,,,
511,15,,,,,,,,
512,15,,,,,,,,
513,15,,,,,,,,
514,15,,,,,,,,
515,15,,,,,,,,
516,15,,,,,,,,
517,15,,,,,,,,
518,15,,,,,,,,
519,15,,,,,,,,
520,15,,,,,,,,
521,15,,,,,,,,
522,15,,,,,,,,
523,15,,,,,,,,
524,15,,,,,,,,
525,15,,,,,,,,
526,15,,,,,,,,
527,15,,,,,,,,
528,15,,,,,,,,
529,15,,,,,,,,
530,15,,,,,,,,
531,15,,,,,,,,
532,15,,,,,,,,
533,15,,,,,,,,
534,15,,,,,,,,
535,15,,,,,,,,
536,15,,,,,,,,
537,15,,0.00068773700058955,,,,,,
538,15,0.0016774229998191004,,,,,,,
539,15,,,,,,,,
540,15,,,,,,,,
541,15,,,,,,,,
542,15,,,,,,,,
543,15,,,,,,,,
544,15,,,,,,,,
545,15,,,,,,,,
546,15,,,,,,,,
547,15,,,,,,,,
548,15,,,,,,,,
549,15,,,,,,,,
550,15,,,,,,,,
551,15,,,,,,,,
552,15,,,,,,,,
553,15,,,,,,,,
554,15,,,,,,,,
555,15,,,,,,,,
556,15,,,,,,,,
557,15,,,,,,,,
558,15,,,,,,,,
559,15,,,,,,,,
560,15,,,,,,,,
561,15,,,,,,,,
562,15,,,,,,,,
563,20,,,0.04962779156327544,0,0.28750000298023226,0.28276991546154023,0.28750000298023226,0.28276991546154023
564,20,,,,,,,,
565,20,,,,,,,,
566,20,,0.0006946419998712372,,,,,,
567,20,0.001624773000003188,,,,,,,
568,20,,,,,,,,
569,20,,,,,,,,
570,20,,,,,,,,
571,20,,,,,,,,
572,20,,,,,,,,
573,20,,,,,,,,
574,20,,,,,,,,
575,20,,,,,,,,
576,20,,,,,,,,
577,20,,,,,,,,
578,20,,,,,,,,
579,20,,,,,,,,
580,20,,,,,,,,
581,20,,,,,,,,
582,20,,,,,,,,
583,20,,,,,,,,
584,20,,,,,,,,
585,20,,,,,,,,
586,20,,,,,,,,
587,20,,,,,,,,
588,20,,,,,,,,
589,20,,,,,,,,
590,20,,,,,,,,
591,20,,,,,,,,
592,20,,,,,,,,
593,20,,,,,,,,
594,20,,0.0007072059997881297,,,,,,
595,20,0.0016860789992279024,,,,,,,
596,20,,,,,,,,
597,20,,,,,,,,
598,20,,,,,,,,
599,20,,,,,,,,
600,20,,,,,,,,
601,20,,,,,,,,
602,20,,,,,,,,
603,20,,,,,,,,
604,20,,,,,,,,
605,20,,,,,,,,
606,20,,,,,,,,
607,20,,,,,,,,
608,20,,,,,,,,
609,20,,,,,,,,
610,20,,,,,,,,
611,20,,,,,,,,
612,20,,,,,,,,
613,20,,,,,,,,
614,20,,,,,,,,
615,20,,,,,,,,
616,20,,,,,,,,
617,20,,,,,,,,
618,20,,,,,,,,
619,20,,,,,,,,
620,20,,,,,,,,
621,20,,,,,,,,
622,20,,0.0006880129994897288,,,,,,
623,20,0.0016653900001983857,,,,,,,
624,20,,,,,,,,
625,20,,,,,,,,
626,20,,,,,,,,
627,20,,,,,,,,
628,20,,,,,,,,
629,20,,,,,,,,
630,20,,,,,,,,
631,20,,,,,,,,
632,20,,,,,,,,
633,20,,,,,,,,
634,20,,,,,,,,
635,20,,,,,,,,
636,20,,,,,,,,
637,20,,,,,,,,
638,20,,,,,,,,
639,20,,,,,,,,
640,20,,,,,,,,
641,20,,,,,,,,
642,20,,,,,,,,
643,20,,,,,,,,
644,20,,,,,,,,
645,20,,,,,,,,
646,20,,,,,,,,
647,20,,,,,,,,
648,20,,,,,,,,
649,20,,,,,,,,
650,20,,0.000699341999279568,,,,,,
651,20,0.0015658849997635116,,,,,,,
652,20,,,,,,,,
653,20,,,,,,,,
654,20,,,,,,,,
655,20,,,,,,,,
656,20,,,,,,,,
657,20,,,,,,,,
658,20,,,,,,,,
659,20,,,,,,,,
660,20,,,,,,,,
661,20,,,,,,,,
662,20,,,,,,,,
663,20,,,,,,,,
664,20,,,,,,,,
665,20,,,,,,,,
666,20,,,,,,,,
667,20,,,,,,,,
668,20,,,,,,,,
669,20,,,,,,,,
670,20,,,,,,,,
671,20,,,,,,,,
672,20,,,,,,,,
673,20,,,,,,,,
674,20,,,,,,,,
675,20,,,,,,,,
676,20,,,,,,,,
677,20,,,,,,,,
678,20,,0.0006830329994045314,,,,,,
679,20,0.0014592119996450492,,,,,,,
680,20,,,,,,,,
681,20,,,,,,,,
682,20,,,,,,,,
683,20,,,,,,,,
684,20,,,,,,,,
685,20,,,,,,,,
686,20,,,,,,,,
687,20,,,,,,,,
688,20,,,,,,,,
689,20,,,,,,,,
690,20,,,,,,,,
691,20,,,,,,,,
692,20,,,,,,,,
693,20,,,,,,,,
694,20,,,,,,,,
695,20,,,,,,,,
696,20,,,,,,,,
697,20,,,,,,,,
698,20,,,,,,,,
699,20,,,,,,,,
700,20,,,,,,,,
701,20,,,,,,,,
702,20,,,,,,,,
703,20,,,,,,,,
704,25,,,0.062034739454094295,0,0.3175000011920929,0.3395773768424988,0.3175000011920929,0.3395773768424988
705,25,,,,,,,,
706,25,,,,,,,,
707,25,,0.0007127809994926793,,,,,,
708,25,0.001576017999468604,,,,,,,
709,25,,,,,,,,
710,25,,,,,,,,
711,25,,,,,,,,
712,25,,,,,,,,
713,25,,,,,,,,
714,25,,,,,,,,
715,25,,,,,,,,
716,25,,,,,,,,
717,25,,,,,,,,
718,25,,,,,,,,
719,25,,,,,,,,
720,25,,,,,,,,
721,25,,,,,,,,
722,25,,,,,,,,
723,25,,,,,,,,
724,25,,,,,,,,
725,25,,,,,,,,
726,25,,,,,,,,
727,25,,,,,,,,
728,25,,,,,,,,
729,25,,,,,,,,
730,25,,,,,,,,
731,25,,,,,,,,
732,25,,,,,,,,
733,25,,,,,,,,
734,25,,,,,,,,
735,25,,0.0007023859998298576,,,,,,
736,25,0.0017017680002027191,,,,,,,
737,25,,,,,,,,
738,25,,,,,,,,
739,25,,,,,,,,
740,25,,,,,,,,
741,25,,,,,,,,
742,25,,,,,,,,
743,25,,,,,,,,
744,25,,,,,,,,
745,25,,,,,,,,
746,25,,,,,,,,
747,25,,,,,,,,
748,25,,,,,,,,
749,25,,,,,,,,
750,25,,,,,,,,
751,25,,,,,,,,
752,25,,,,,,,,
753,25,,,,,,,,
754,25,,,,,,,,
755,25,,,,,,,,
756,25,,,,,,,,
757,25,,,,,,,,
758,25,,,,,,,,
759,25,,,,,,,,
760,25,,,,,,,,
761,25,,,,,,,,
762,25,,,,,,,,
763,25,,0.0008956780002336018,,,,,,
764,25,0.0018936719998237095,,,,,,,
765,25,,,,,,,,
766,25,,,,,,,,
767,25,,,,,,,,
768,25,,,,,,,,
769,25,,,,,,,,
770,25,,,,,,,,
771,25,,,,,,,,
772,25,,,,,,,,
773,25,,,,,,,,
774,25,,,,,,,,
775,25,,,,,,,,
776,25,,,,,,,,
777,25,,,,,,,,
778,25,,,,,,,,
779,25,,,,,,,,
780,25,,,,,,,,
781,25,,,,,,,,
782,25,,,,,,,,
783,25,,,,,,,,
784,25,,,,,,,,
785,25,,,,,,,,
786,25,,,,,,,,
787,25,,,,,,,,
788,25,,,,,,,,
789,25,,,,,,,,
790,25,,,,,,,,
791,25,,0.0007699520001551718,,,,,,
792,25,0.0016919469999265857,,,,,,,
793,25,,,,,,,,
794,25,,,,,,,,
795,25,,,,,,,,
796,25,,,,,,,,
797,25,,,,,,,,
798,25,,,,,,,,
799,25,,,,,,,,
800,25,,,,,,,,
801,25,,,,,,,,
802,25,,,,,,,,
803,25,,,,,,,,
804,25,,,,,,,,
805,25,,,,,,,,
806,25,,,,,,,,
807,25,,,,,,,,
808,25,,,,,,,,
809,25,,,,,,,,
810,25,,,,,,,,
811,25,,,,,,,,
812,25,,,,,,,,
813,25,,,,,,,,
814,25,,,,,,,,
815,25,,,,,,,,
816,25,,,,,,,,
817,25,,,,,,,,
818,25,,,,,,,,
819,25,,0.0007703069995841361,,,,,,
820,25,0.0017641799995544716,,,,,,,
821,25,,,,,,,,
822,25,,,,,,,,
823,25,,,,,,,,
824,25,,,,,,,,
825,25,,,,,,,,
826,25,,,,,,,,
827,25,,,,,,,,
828,25,,,,,,,,
829,25,,,,,,,,
830,25,,,,,,,,
831,25,,,,,,,,
832,25,,,,,,,,
833,25,,,,,,,,
834,25,,,,,,,,
835,25,,,,,,,,
836,25,,,,,,,,
837,25,,,,,,,,
838,25,,,,,,,,
839,25,,,,,,,,
840,25,,,,,,,,
841,25,,,,,,,,
842,25,,,,,,,,
843,25,,,,,,,,
844,25,,,,,,,,
845,30,,,0.07444168734491315,0,0.2581250011920929,0.2681339681148529,0.2581250011920929,0.2681339681148529
846,30,,,,,,,,
847,30,,,,,,,,
848,30,,0.0007615589993292815,,,,,,
849,30,0.0016419359999417793,,,,,,,
850,30,,,,,,,,
851,30,,,,,,,,
852,30,,,,,,,,
853,30,,,,,,,,
854,30,,,,,,,,
855,30,,,,,,,,
856,30,,,,,,,,
857,30,,,,,,,,
858,30,,,,,,,,
859,30,,,,,,,,
860,30,,,,,,,,
861,30,,,,,,,,
862,30,,,,,,,,
863,30,,,,,,,,
864,30,,,,,,,,
865,30,,,,,,,,
866,30,,,,,,,,
867,30,,,,,,,,
868,30,,,,,,,,
869,30,,,,,,,,
870,30,,,,,,,,
871,30,,,,,,,,
872,30,,,,,,,,
873,30,,,,,,,,
874,30,,,,,,,,
875,30,,,,,,,,
876,30,,0.000705164999999397,,,,,,
877,30,0.0017650230001891032,,,,,,,
878,30,,,,,,,,
879,30,,,,,,,,
880,30,,,,,,,,
881,30,,,,,,,,
882,30,,,,,,,,
883,30,,,,,,,,
884,30,,,,,,,,
885,30,,,,,,,,
886,30,,,,,,,,
887,30,,,,,,,,
888,30,,,,,,,,
889,30,,,,,,,,
890,30,,,,,,,,
891,30,,,,,,,,
892,30,,,,,,,,
893,30,,,,,,,,
894,30,,,,,,,,
895,30,,,,,,,,
896,30,,,,,,,,
897,30,,,,,,,,
898,30,,,,,,,,
899,30,,,,,,,,
900,30,,,,,,,,
901,30,,,,,,,,
902,30,,,,,,,,
903,30,,,,,,,,
904,30,,0.0006636519992753165,,,,,,
905,30,0.001752365999891481,,,,,,,
906,30,,,,,,,,
907,30,,,,,,,,
908,30,,,,,,,,
909,30,,,,,,,,
910,30,,,,,,,,
911,30,,,,,,,,
912,30,,,,,,,,
913,30,,,,,,,,
914,30,,,,,,,,
915,30,,,,,,,,
916,30,,,,,,,,
917,30,,,,,,,,
918,30,,,,,,,,
919,30,,,,,,,,
920,30,,,,,,,,
921,30,,,,,,,,
922,30,,,,,,,,
923,30,,,,,,,,
924,30,,,,,,,,
925,30,,,,,,,,
926,30,,,,,,,,
927,30,,,,,,,,
928,30,,,,,,,,
929,30,,,,,,,,
930,30,,,,,,,,
931,30,,,,,,,,
932,30,,0.0007278660004885751,,,,,,
933,30,0.001631815000109782,,,,,,,
934,30,,,,,,,,
935,30,,,,,,,,
936,30,,,,,,,,
937,30,,,,,,,,
938,30,,,,,,,,
939,30,,,,,,,,
940,30,,,,,,,,
941,30,,,,,,,,
942,30,,,,,,,,
943,30,,,,,,,,
944,30,,,,,,,,
945,30,,,,,,,,
946,30,,,,,,,,
947,30,,,,,,,,
948,30,,,,,,,,
949,30,,,,,,,,
950,30,,,,,,,,
951,30,,,,,,,,
952,30,,,,,,,,
953,30,,,,,,,,
954,30,,,,,,,,
955,30,,,,,,,,
956,30,,,,,,,,
957,30,,,,,,,,
958,30,,,,,,,,
959,30,,,,,,,,
960,30,,0.0007078819999151165,,,,,,
961,30,0.0015985419995558914,,,,,,,
962,30,,,,,,,,
963,30,,,,,,,,
964,30,,,,,,,,
965,30,,,,,,,,
966,30,,,,,,,,
967,30,,,,,,,,
968,30,,,,,,,,
969,30,,,,,,,,
970,30,,,,,,,,
971,30,,,,,,,,
972,30,,,,,,,,
973,30,,,,,,,,
974,30,,,,,,,,
975,30,,,,,,,,
976,30,,,,,,,,
977,30,,,,,,,,
978,30,,,,,,,,
979,30,,,,,,,,
980,30,,,,,,,,
981,30,,,,,,,,
982,30,,,,,,,,
983,30,,,,,,,,
984,30,,,,,,,,
985,30,,,,,,,,
986,35,,,0.08684863523573201,0,0.3543750047683716,0.3450654476881027,0.3543750047683716,0.3450654476881027
987,35,,,,,,,,
988,35,,,,,,,,
989,35,,0.0006877220002934337,,,,,,
990,35,0.0016409959998782142,,,,,,,
991,35,,,,,,,,
992,35,,,,,,,,
993,35,,,,,,,,
994,35,,,,,,,,
995,35,,,,,,,,
996,35,,,,,,,,
997,35,,,,,,,,
998,35,,,,,,,,
999,35,,,,,,,,
1000,35,,,,,,,,
1001,35,,,,,,,,
1002,35,,,,,,,,
1003,35,,,,,,,,
1004,35,,,,,,,,
1005,35,,,,,,,,
1006,35,,,,,,,,
1007,35,,,,,,,,
1008,35,,,,,,,,
1009,35,,,,,,,,
1010,35,,,,,,,,
1011,35,,,,,,,,
1012,35,,,,,,,,
1013,35,,,,,,,,
1014,35,,,,,,,,
1015,35,,,,,,,,
1016,35,,,,,,,,
1017,35,,0.000676605000080599,,,,,,
1018,35,0.0014470650003204355,,,,,,,
1019,35,,,,,,,,
1020,35,,,,,,,,
1021,35,,,,,,,,
1022,35,,,,,,,,
1023,35,,,,,,,,
1024,35,,,,,,,,
1025,35,,,,,,,,
1026,35,,,,,,,,
1027,35,,,,,,,,
1028,35,,,,,,,,
1029,35,,,,,,,,
1030,35,,,,,,,,
1031,35,,,,,,,,
1032,35,,,,,,,,
1033,35,,,,,,,,
1034,35,,,,,,,,
1035,35,,,,,,,,
1036,35,,,,,,,,
1037,35,,,,,,,,
1038,35,,,,,,,,
1039,35,,,,,,,,
1040,35,,,,,,,,
1041,35,,,,,,,,
1042,35,,,,,,,,
1043,35,,,,,,,,
1044,35,,,,,,,,
1045,35,,0.0006826159997217474,,,,,,
1046,35,0.0015580859999317909,,,,,,,
1047,35,,,,,,,,
1048,35,,,,,,,,
1049,35,,,,,,,,
1050,35,,,,,,,,
1051,35,,,,,,,,
1052,35,,,,,,,,
1053,35,,,,,,,,
1054,35,,,,,,,,
1055,35,,,,,,,,
1056,35,,,,,,,,
1057,35,,,,,,,,
1058,35,,,,,,,,
1059,35,,,,,,,,
1060,35,,,,,,,,
